Student_id,Assessment 1,Assessment 2,Assessment 3,Assessment 4
6978E28249C39AEAEC140A727D4A2F31,No Assessment,No Assessment,No Assessment,No Assessment
B612C8149C015FB9DFB4F56B3A8C7327,20.0,70.0,40.0,100.0
075574484DBA235A5BC41FBD1999D8C4,No Assessment,No Assessment,No Assessment,No Assessment
9EB67FFEE723A6EB35949229FA91E38E,No Assessment,No Assessment,No Assessment,No Assessment
F3759D4ECD61FC4875F4F8468ACFC1FB,No Assessment,No Assessment,No Assessment,No Assessment
C3A634B2A3081449FCE49AD3AC49DF51,No Assessment,No Assessment,No Assessment,No Assessment
0F6BA5A767E0CDB928D4DA2DC7517AB3,No Assessment,No Assessment,No Assessment,No Assessment
BB69EB592E307B28D654BA9E56CC50D1,20.0,80.0,40.0,92.0
43E668D5676A054994348DBFD636A947,No Assessment,No Assessment,No Assessment,No Assessment
BB6C75D9931A0B4B9B1492488DE86B58,No Assessment,No Assessment,No Assessment,No Assessment
CFF66DA63C0272A9D7341E3C129A723B,No Assessment,No Assessment,No Assessment,No Assessment
A23C301F85C4195AF4546E5DD1D21336,No Assessment,No Assessment,No Assessment,No Assessment
CFD622F1F4767CAA34B4ACB7BE09C2F9,No Assessment,No Assessment,No Assessment,No Assessment
FC46BC4D499BD73A2AD439DC5E07E3F3,No Assessment,No Assessment,No Assessment,No Assessment
B082B1E074DE51E9B1C45E79AA8BC8EB,No Assessment,No Assessment,No Assessment,No Assessment
D7A57214A7FA98EB8604F6165F2CD349,No Assessment,No Assessment,No Assessment,No Assessment
365B4D2CCE00E429DD748CF2404C8464,No Assessment,No Assessment,No Assessment,No Assessment
120CF26279B7EDA8ACB496835355D467,No Assessment,No Assessment,No Assessment,No Assessment
7CC3A0DBB74B139922C4258216CB3422,No Assessment,No Assessment,No Assessment,No Assessment
2672324DE8052E689484868C257D4929,No Assessment,No Assessment,No Assessment,No Assessment
C46EC7948D707349DC94370751DA9A5C,No Assessment,No Assessment,No Assessment,No Assessment
042A65A4D8FF2429E114BB22659EF75A,80.0,70.0,70.0,80.0
3C573CC2BDEC8B58E0F4497FB251132C,No Assessment,No Assessment,No Assessment,No Assessment
C1F509368D23B42A193450DDD9A0A53C,No Assessment,No Assessment,No Assessment,No Assessment
F6341A4A6208DDEBB92447D9E34C4EDE,No Assessment,No Assessment,No Assessment,No Assessment
6DC307F5AC1B39385A2459630839021D,100.0,100.0,100.0,96.0
66FA97CF506DAFB941047512C6FD2977,100.0,100.0,No Assessment,92.0
983B019AB22B07AA0B64048EC86CFE47,No Assessment,No Assessment,No Assessment,No Assessment
79481272935403984AF4210B5C123F42,No Assessment,No Assessment,No Assessment,No Assessment
0B0B4A81F7E04109624484F38550B536,No Assessment,No Assessment,No Assessment,No Assessment
BB6399DC53271ADA43C4EDCA6D71987C,No Assessment,No Assessment,No Assessment,No Assessment
2D7B66C002E2C2CA7854CD280307DEF4,No Assessment,No Assessment,No Assessment,No Assessment
C411BA93D5DF0A086D24514B5CEAADEB,No Assessment,No Assessment,No Assessment,No Assessment
46AAB02E41017DB869C477E2025F9FD6,No Assessment,No Assessment,No Assessment,No Assessment
A431689388148F490D04CAE25BC9A625,No Assessment,No Assessment,No Assessment,No Assessment
C3B3058664CF03AB09F41557F6ADB953,No Assessment,No Assessment,No Assessment,No Assessment
6327DEEC777C2AE9D91483E40309182B,No Assessment,No Assessment,No Assessment,No Assessment
CA26F9EA6755984BB4E4C94A0FCFA4B0,No Assessment,No Assessment,No Assessment,No Assessment
C9D911ECDFF068A97224496A18896100,No Assessment,No Assessment,No Assessment,No Assessment
B5C2B220DCB677C84C642E479F285E44,No Assessment,No Assessment,No Assessment,No Assessment
8CC550FE3E0FC559A21435B5B5F20957,100.0,100.0,90.0,92.0
A39ACB7F54C5273B1AF4794F1D3C6FB5,No Assessment,No Assessment,No Assessment,No Assessment
665B12565A58E0E94EC4B14EF0F94D69,No Assessment,No Assessment,No Assessment,No Assessment
C7FDCCAA84CE0D284934601246D77C2F,100.0,80.0,100.0,48.0
502B48DD22F6E2B9DAD445E318C0E9FE,No Assessment,No Assessment,No Assessment,No Assessment
56F49934B6E836BB4EF44A330F525964,No Assessment,No Assessment,No Assessment,No Assessment
9813FB6FD8019F0B2AB4390F1BC2B851,No Assessment,No Assessment,No Assessment,No Assessment
61D6E6E0AFA75CDAFB14941993B0683F,No Assessment,No Assessment,No Assessment,No Assessment
AA2BA6A6A511097AF574B0F2BFE0FCF0,No Assessment,No Assessment,No Assessment,No Assessment
CECF9239132B93BBA994842AB8786F5D,No Assessment,No Assessment,No Assessment,No Assessment
D4AEB725941C537B8044A2522ED26B27,No Assessment,No Assessment,No Assessment,No Assessment
0CF32111178044596CF49438D98AEB5D,No Assessment,No Assessment,No Assessment,No Assessment
0B44B2C987E43E78EFC4430BCEBBFA67,No Assessment,No Assessment,No Assessment,No Assessment
2132604A1CB3671B90B4B947CC5082FB,No Assessment,No Assessment,No Assessment,No Assessment
9B4DCC58288DDDEBFAE4290A8AF76503,No Assessment,No Assessment,No Assessment,No Assessment
210AC85125078639C094E9C5B3D2F057,100.0,100.0,100.0,96.0
982BA1B93A7E0C19AFC46685943320F0,No Assessment,No Assessment,No Assessment,No Assessment
BE17D40B991CFC48FD542796AA0E056A,No Assessment,No Assessment,No Assessment,No Assessment
83457A1CD243E2488FE44BC4077EC780,No Assessment,No Assessment,No Assessment,No Assessment
8AAFF05834D9026AD014ACE94B9668E6,No Assessment,No Assessment,No Assessment,No Assessment
ADDE2BD5387C0238C6F46479A166CB42,80.0,100.0,90.0,100.0
5CE3FDF4C779497BEED4261654E17E6B,No Assessment,No Assessment,No Assessment,No Assessment
C00DE40B1C812A281F6401790EFBEA5E,No Assessment,No Assessment,No Assessment,No Assessment
4DEEB498BCCA9319C2747E8660E911E8,No Assessment,No Assessment,No Assessment,No Assessment
267ED46E8ED9F0FA39F4DB009F6333BA,No Assessment,No Assessment,No Assessment,No Assessment
EAD4A022B3F2EAD83BD40E8B573023BF,No Assessment,No Assessment,No Assessment,No Assessment
33C656F7F63A8A6A68742141935ED28D,No Assessment,No Assessment,No Assessment,No Assessment
9BB96F78BEB7999BED24B8B681A67DE9,No Assessment,No Assessment,No Assessment,No Assessment
50DFDBEB031D37C83AB406D51C52E2F3,No Assessment,No Assessment,No Assessment,No Assessment
D987C904D1DDF0390F94A5C77571D256,No Assessment,No Assessment,No Assessment,No Assessment
766D115D21FD3BE80294B3F6B0A5E409,No Assessment,No Assessment,No Assessment,No Assessment
DDDC0CA442ED9E185AD46BB949346E80,No Assessment,No Assessment,No Assessment,No Assessment
95869F397CD23FC8AEF4086F760AAAF5,No Assessment,No Assessment,No Assessment,No Assessment
B4EAC897F1D09168B7E49A9166CE3465,No Assessment,No Assessment,No Assessment,No Assessment
41DCA3CAF1DDB00A57643D2F99FE0755,No Assessment,No Assessment,No Assessment,No Assessment
7EACB8BC2664D46A3EE46DB64061A6EC,No Assessment,No Assessment,No Assessment,No Assessment
4731FE1456453F99CCC47559D52B84EF,60.0,100.0,90.0,96.0
20F89C2DE3709319B344BFAD5757ADC0,No Assessment,No Assessment,No Assessment,No Assessment
490825D57A7575E87DB483DC07C2CD9D,80.0,100.0,90.0,96.0
42FEC28C3B7C209A1AA4A6C04335C095,No Assessment,No Assessment,No Assessment,No Assessment
7DE35B0DACD8EA799244BEE6891C0777,No Assessment,No Assessment,No Assessment,No Assessment
86E5B4C9A45AD4DA4684D6CF02A08E53,100.0,90.0,70.0,96.0
F72C816A689794B98AE4CCA318C678B3,No Assessment,No Assessment,No Assessment,No Assessment
389FE70757EDA1C876749629023AB65C,No Assessment,No Assessment,No Assessment,No Assessment
F6542CE2E364B5A964D44539F7C5E679,No Assessment,No Assessment,No Assessment,No Assessment
24BDAB923171069A53C47B0E58D5940E,No Assessment,No Assessment,No Assessment,No Assessment
2A059F3F8D6B52496FD43E90AE42C571,No Assessment,No Assessment,No Assessment,No Assessment
4913814A76851A7949B46A9E11DF1A21,No Assessment,No Assessment,No Assessment,No Assessment
814FA75112CEEBFBDDD459896D5E62C3,No Assessment,No Assessment,No Assessment,No Assessment
DDBAFE3141E1A6E8225451D05DC25A41,No Assessment,No Assessment,No Assessment,No Assessment
F1F4DA364D14E8C83DA407ABFB252C6D,No Assessment,No Assessment,No Assessment,No Assessment
0CF8BF4D3074F60BB4E46317BF26D678,No Assessment,No Assessment,No Assessment,No Assessment
B88DF7E77D1C5DFB15A45B11BBD15539,No Assessment,No Assessment,No Assessment,No Assessment
DA86B876764AAD0A4A04723436750745,No Assessment,No Assessment,No Assessment,No Assessment
C6AB219E085BAED96E949AF8A2E3AD65,No Assessment,No Assessment,No Assessment,No Assessment
28C74D4EAFDDF06A92E4985BF662D5D4,No Assessment,No Assessment,No Assessment,No Assessment
D9EFF9ADE728611B5804D36F627D23EC,No Assessment,No Assessment,No Assessment,No Assessment
B5C577C69C6382685014F67391626F83,No Assessment,No Assessment,No Assessment,No Assessment
DA0462F34976FDCBBB94C916D8794E0E,100.0,80.0,100.0,88.0
EEB00D89812271FA2E24D232D58DC453,80.0,90.0,60.0,100.0
4D6D497DDAA124398414098328C41F30,60.0,50.0,40.0,96.0
C6F7D6EBC6D318E8784421F82D6B3913,40.0,20.0,50.0,100.0
7F05C1AED6E5B25A1E34E7C3D50C6B12,100.0,40.0,40.0,100.0
784652AEDDF850AA5E442172A8ADCF10,40.0,70.0,40.0,100.0
8B20C47ADAF109AB5E64B0ACA7B7AFB0,20.0,40.0,10.0,No Assessment
07CFBBB9C9D8D5E83A54187E84257A55,60.0,50.0,100.0,96.0
456D5788853442285564723EBB016D9A,20.0,30.0,80.0,92.0
459DB3A83C882B499D24D93023AD86F6,100.0,100.0,30.0,92.0
B39DBBC3FCF386DAF3F4F737B3FB90B4,40.0,40.0,30.0,84.0
356FAF61CB04A519B3148B4F761DA4D1,100.0,100.0,90.0,92.0
5FCDD10B0FC644784F248F9BA040C631,100.0,90.0,80.0,100.0
52201C3C661DAA288E246873413A79A0,100.0,100.0,80.0,100.0
D4C39DD287918F9A7C44F8388446FFBB,60.0,100.0,100.0,100.0
77E1D209C478FF5997A424B3D31E8AC9,100.0,100.0,90.0,92.0
A64A159B5C6944790BE4D5B5DEAEFCBE,100.0,100.0,100.0,88.0
5D542ABECF348CBACD244775605F9364,100.0,90.0,70.0,100.0
AA0CC8DF3143CBFAB04427D8AC4572F6,80.0,90.0,50.0,100.0
A6C8A7D957018A1B9864949531DBAB89,40.0,90.0,70.0,100.0
C41429724B39E7EADA347002F293CE49,100.0,100.0,50.0,88.0
4484B98CDDEF9CC81F8484D4F275BB1F,100.0,100.0,90.0,92.0
5A39141599693A28FE64A05CD4804E67,100.0,100.0,60.0,92.0
F8C8864790D7C209EC1452C1AF7D3D96,40.0,90.0,90.0,92.0
1F937B7180B1A62B2544D120500DC0D3,40.0,70.0,100.0,100.0
32FEDF1CD363DEC866341C1F071CA16B,80.0,80.0,100.0,100.0
6CF1F3DC9EEF1CAB163490703555C8D2,100.0,100.0,60.0,92.0
F0ED639BB2FC4EAA5454D25B9009A7E9,60.0,80.0,100.0,100.0
FD11580C7E3BE50B4C14F2F21408F816,40.0,80.0,40.0,100.0
5C1EA0BC4E2815985C140A3A79FB7356,100.0,90.0,90.0,100.0
52AF4D3D81CF1B2B2F143B8C0998DC25,100.0,70.0,70.0,76.0
AD10D98F744EDEE8D5E450400D3B3D37,60.0,90.0,100.0,92.0
82B6E389F758E73B8FF4965D3EA0CACB,60.0,90.0,80.0,100.0
1A260FE17247194ACDF4EC1E9E38A9CD,40.0,90.0,90.0,100.0
487C2592AB958F097BC44EA56BC0D920,100.0,100.0,100.0,100.0
5296315C1E6267E9B17463F09BD6EBB8,100.0,100.0,100.0,96.0
844FB97D08488F7B38149A63D2CCF9B3,40.0,20.0,10.0,No Assessment
9256FD920AEBC10846C43DC0C5BF6048,100.0,80.0,90.0,92.0
A0ECFEF1BC7D78FB54D405948B73219D,60.0,70.0,60.0,100.0
EECF928F78112098D0545C5B7B08DD53,100.0,100.0,90.0,92.0
897F6CE2CF056F8AAE54221BA868AFD0,100.0,90.0,90.0,88.0
74A6DA2BA00E48592D845C145B689D5D,100.0,40.0,50.0,No Assessment
B8F852A23BBB4DC9A1642185AE96DAA2,100.0,100.0,80.0,92.0
EA85FC34DBB334BB3E94EC40C65BACCB,20.0,80.0,80.0,100.0
5F201F63A12463890CB4F8236EC46AE2,100.0,100.0,100.0,100.0
BF9BFC4D331B315B82944EF324F9EAF3,60.0,100.0,100.0,92.0
D7205D1D5A8FB7295D54467D9623A646,100.0,90.0,80.0,96.0
4DA02A8D93736AFAB9441E38A7EF6A08,40.0,20.0,10.0,No Assessment
7DD24A36C356442875B449D593C47BEF,100.0,50.0,100.0,92.0
2D096D0997838AA9E3D47AFBCDC90765,100.0,50.0,90.0,100.0
30CAB0522A0252784734256D0F8DE74C,100.0,100.0,100.0,100.0
5524E12E0263960BCCC414662E21FC25,60.0,100.0,90.0,100.0
8F959BD7D04A31A925F4EC6404721FB7,80.0,80.0,50.0,100.0
0D23EFFEA1198738F3D4BE3455CEAB3A,100.0,100.0,90.0,92.0
C4CC3CA0BDD8BCCAA06415A173D48DEC,100.0,100.0,100.0,88.0
F3431766136627587AD4756FD4C2B56B,100.0,100.0,80.0,84.0
0DB2C7C2B919A98B4384E4AAF611C276,100.0,100.0,90.0,48.0
EAFACD74AE07A5C9898464AD186ADCF5,100.0,100.0,100.0,96.0
04D1543666D88048F6541563087E0623,100.0,100.0,80.0,No Assessment
05450BD1CC31AD7941647F05AE069D7D,100.0,100.0,100.0,100.0
8EAB9B40D83F7C498D842C6EAFD94C9F,100.0,100.0,80.0,92.0
C5F88B11E63B17F9DD445A77C0271263,40.0,100.0,100.0,100.0
C07A02B77B8F799AB0E44E404477880D,100.0,100.0,60.0,100.0
AD3A1E26E7AE4B1AF584C27F69D296C0,100.0,90.0,100.0,100.0
3031849500F98D7BFB340BDD00BE04EC,100.0,100.0,100.0,100.0
050E180B26CC338BAA1461AA54586E9C,40.0,90.0,100.0,100.0
43E86D45CAE8304B1D645FCDD5DD1C6C,100.0,100.0,100.0,92.0
AA6CA71EFA6E387A785490B57F2A2575,100.0,100.0,100.0,92.0
4D64690888A1DDA89134A6633819411E,100.0,90.0,80.0,84.0
DB7E41DC25D9DF8A75F41BF0B6230DAF,40.0,80.0,100.0,96.0
78F529E2379A1DB9B3D46B3446D2FD28,100.0,60.0,60.0,92.0
0E01442DA97B26BA0CA452CD4719A2C2,60.0,100.0,100.0,100.0
DC56930DE6B1A1182B3491337718E63E,100.0,100.0,100.0,100.0
F4164FBA050248D804A4F9F867DFF385,100.0,100.0,100.0,100.0
DCE91736FBF5A6F876E466B4F7CC89A4,40.0,100.0,100.0,100.0
01DF5FDD8EA0E5FB94C4C901C6AED21D,100.0,60.0,20.0,100.0
5B41D5A8DD86723944E44DE372E04A2E,100.0,60.0,80.0,No Assessment
3B9E8A3DF8E393BA09B451768573A9DA,80.0,100.0,80.0,100.0
7C6B6802A130D39AF824A1FF1DE806C1,40.0,80.0,80.0,92.0
991B341D38DC7128BE44153D8498D9A8,60.0,100.0,100.0,100.0
925C9B5F8B9A813BE7E4A9B002C1BD72,100.0,90.0,100.0,96.0
8FA847A922B9A1DBDF840DB07A22E905,20.0,60.0,60.0,100.0
AC891A2CE8D57FABB1942BB31A321B06,100.0,90.0,90.0,88.0
1D7973AFFE4407D924E40ED958786B7D,100.0,160.0,100.0,100.0
00D331BE422D93EB6C14B10897DFB4BB,100.0,100.0,100.0,96.0
1E51C20A3590F89B0E04F890D6E471CA,100.0,100.0,100.0,92.0
0F02ED1C8F55B2EBE714FD2051BCF044,100.0,100.0,100.0,100.0
03579383D76B9C98F694D4D05565D626,60.0,40.0,60.0,88.0
9D6F6E23709203396304FCF197D81273,40.0,100.0,100.0,96.0
DAD443D20D0A8F69A27470DC6D83AF81,100.0,70.0,70.0,96.0
C736AB8F5A8CFEE91F048BA141E114D9,80.0,90.0,80.0,88.0
CEB906DFEDE325A815C420CF37C6C94F,100.0,100.0,100.0,96.0
78CD1DFA9511BC4A63F4CEC30C522966,60.0,100.0,90.0,96.0
C045777452798D982E9431EDAD1098F2,80.0,100.0,90.0,96.0
98A6D7C82C9624D887545FEF2E84D17D,100.0,100.0,90.0,100.0
9AB4B63ADC18CC187AC4C5ACDE89657E,60.0,60.0,30.0,100.0
FB91653864DB2E4A990445BF436EA091,100.0,90.0,60.0,96.0
D4C3A2A9C15CBEB8FDE418E7C6BB20D7,60.0,80.0,90.0,92.0
D52B138430588319CFA4B4A9ABDD29E5,40.0,100.0,100.0,92.0
9B412F466E2E0758FE541440B5EB9F4D,100.0,100.0,100.0,96.0
3DC1C7FE4F7D4D6BF17416D0D68BF510,40.0,100.0,100.0,92.0
C6A4BBEDF35EE78ACE94C9A489C59498,80.0,90.0,60.0,100.0
B82D2F27F9D5E14AE514B9C958C3AF11,40.0,100.0,60.0,100.0
4DFBC84F69627B68B6F42732F2FAFB24,100.0,100.0,90.0,92.0
14BB4EF2AE4A2F5B9B64AC983862C30A,60.0,100.0,90.0,92.0
C157D71504C7475BB704699EBA17AC39,100.0,100.0,100.0,92.0
EE1DF6CE35154608F61436860F278895,100.0,100.0,100.0,100.0
60197F61A7C6EA488D342D3C18C7B53F,100.0,100.0,90.0,92.0
BA598D54322964F81474D65BCB585D46,80.0,70.0,90.0,100.0
374D165F12CD907B8FD4A0FDC8A7C78E,60.0,40.0,90.0,96.0
63E47C54FDCB763B41A4AEBD009C3D9B,100.0,90.0,100.0,100.0
59F5CAE71529855BE1941F562101A37B,100.0,90.0,100.0,100.0
0038170B864AC14B1854491702CE5FDC,100.0,100.0,90.0,96.0
EB5A5C488C462FAAA8D4B89EAC49B79A,100.0,90.0,90.0,96.0
1E22F8FBE3806D5BCFA45E5D37C3C5A7,100.0,60.0,90.0,96.0
FC3DC9ACAC9AA838381464060E7F51F3,80.0,100.0,100.0,100.0
0B75A36BD91CBB5A25D41DD184B7FB91,20.0,100.0,90.0,92.0
01582FE1B8F1DC799EA4DED5735386B2,60.0,70.0,90.0,96.0
ED32CB9E98B87A4ABDE4C8259BD20116,60.0,90.0,70.0,92.0
494C079B74159F697D8473C8A48DBD5E,100.0,100.0,100.0,88.0
258F574BBC9A13CB76740F33A7FB389B,20.0,100.0,90.0,96.0
393A3C2C6AE93B88AAE47E6D71BCE1A6,100.0,100.0,100.0,100.0
C1AD410E38C89FF9519458F20025F2DC,100.0,90.0,60.0,100.0
0A97B25FBFE617993844E8216AA30DE1,40.0,100.0,90.0,92.0
41762B8ACCB7C829B214AE5078F5F433,100.0,90.0,10.0,100.0
951B95725108FDEA7C1483A75D018F96,40.0,90.0,100.0,92.0
8A4B49B3CE5AC0B88104A98EBE98443D,100.0,70.0,100.0,100.0
E5E9A3126149DA69230459B26460127C,100.0,70.0,20.0,96.0
B159D5C0FA976A8A05D4A3CF4DBCAA9E,40.0,100.0,80.0,96.0
B39D9C4BC95490294244344E272E7FBA,100.0,90.0,90.0,100.0
B8F2159C406F819A450477A29947146A,100.0,100.0,100.0,100.0
DADF442CD0D4F31A16146440F95C557D,80.0,80.0,80.0,100.0
38B30C7FB676BE89FDF43043AC056B93,100.0,100.0,90.0,100.0
BD1C2E78715155985BE4564B006F7E93,40.0,80.0,100.0,100.0
863C0EE91710972A64541A3C958EAEAE,100.0,30.0,40.0,100.0
1BAE568B2B2A379972A46EF0409454E1,80.0,100.0,50.0,100.0
1BBEFD57C702198BE7945BF084D2515D,80.0,70.0,60.0,100.0
F518D50D61231529E004ED995D013B7A,40.0,30.0,20.0,92.0
30C49642436CE79B2A34BF6C185173E0,100.0,100.0,100.0,100.0
9203D8709B3E85AA72B448B5BECCBDE4,100.0,100.0,100.0,96.0
E05BAEAFB2D63F6B13D491B013C59BDE,40.0,70.0,60.0,84.0
C25692EC8722DBCA7CD483725FA7F107,80.0,80.0,90.0,100.0
97BD6C132385A6AAA5B425600B7235A0,100.0,100.0,100.0,100.0
8D5A56CB8BBB956BB234967A29290D69,100.0,90.0,100.0,100.0
D27709F04EBCA13AD7C43B0EA7F2780F,100.0,100.0,80.0,96.0
48A3A4ABA3339D29E1E4FC7B00A67A4F,80.0,90.0,80.0,88.0
DD435F7B1662991AC824A438479505EB,60.0,100.0,100.0,84.0
66FAFF6305A79BAA8AD4490089A4DF65,100.0,100.0,60.0,92.0
8CEB8052E4D24BFAFB84610AA8784005,100.0,100.0,100.0,100.0
A334BB66C60805590AE4BBD35A5C5FF9,100.0,100.0,80.0,100.0
903237726890A8AAB8E46253D688041E,100.0,90.0,100.0,96.0
35ABEAC33919EEF80F4440D0C3E31894,40.0,90.0,100.0,96.0
3A72A28C58A32EDA6A043DE8E260D4ED,40.0,100.0,90.0,96.0
EABD3713FE85A90B4B7456FB4312D4DC,20.0,50.0,60.0,92.0
3C518A7735024B1B8664405AAE32E8F2,100.0,40.0,40.0,96.0
5B4025F8D703FE6A20D4C1AA3B77C849,100.0,100.0,100.0,100.0
EF106F5A359AF93AB96414249124D3CA,100.0,90.0,100.0,96.0
D1F13E2A85FC6BCB9204445B8625556C,100.0,80.0,100.0,88.0
E1BD84D41C4576DBB904513E73EE9C26,100.0,90.0,10.0,96.0
A8442F66B1F1871B59D4E170EFF7A5DD,100.0,80.0,80.0,100.0
D11286D560D9EF390D04901320B7C241,60.0,50.0,30.0,96.0
BFEA29D1F0E15999C964C428241DE5CB,100.0,100.0,100.0,100.0
45DF93A649BD486ACB2445BE72A15162,100.0,80.0,60.0,84.0
63265C0EDDB36518D6E48E55161D9822,0.0,40.0,0.0,No Assessment
58DA7C1A9E6C2DB8A584E35EE4B5C796,100.0,80.0,80.0,92.0
86892F8F004D49E9B6A4E60B0B7A74EB,60.0,100.0,70.0,84.0
816EB54D2D4E05CA66E404C1F43754A9,80.0,90.0,60.0,100.0
465FD2C83FC02249684454339F66C7C0,40.0,90.0,100.0,92.0
F34ACB316A899DA95944CFDFF38EE6C1,100.0,100.0,100.0,96.0
82C52EE96F1A8C0B9C54A129B68CF0D3,100.0,100.0,100.0,96.0
9AA3EB2C82330A3AE7F40388EBA41AF3,100.0,100.0,90.0,92.0
DAE8A6F295DE61EA48142A17FA423A26,80.0,30.0,No Assessment,No Assessment
F228F09BC3BBAFDB2A540540A194A017,100.0,100.0,90.0,92.0
DEA38F039801273B0C14DDD41497DD66,60.0,100.0,100.0,96.0
4E7C988D93DA56F950E4D1246FBD08BA,100.0,100.0,100.0,96.0
8DE0099B10E9E0590A24061F5A3B09F2,No Assessment,No Assessment,No Assessment,No Assessment
7CEE069368420C4B62F4147F9361B9FF,60.0,100.0,100.0,92.0
13D6A65E715C007B9E1456C7751536F5,100.0,100.0,100.0,96.0
CD2311FEA06BB928EA945908CC39CB06,100.0,80.0,100.0,92.0
74B9B7C0F771B959DF343111A70E5B4B,100.0,100.0,100.0,48.0
FD7C98CF1B1D449828B41C534837DEDF,100.0,100.0,100.0,92.0
1701800AFEC4583B0044091493601DCD,100.0,100.0,80.0,96.0
717F55289624331B91D4867F543B238A,100.0,100.0,80.0,96.0
5F291DD305EB2178CCC43B51DCD1B383,80.0,90.0,90.0,92.0
7BE02D8C4DAA4D2B9D64355B4FD6EF93,100.0,100.0,90.0,96.0
2F21C64871C5648BC084517643A45BAB,100.0,100.0,90.0,96.0
CC75EE1F160A7319EF643DB14064E064,60.0,80.0,20.0,92.0
CC77FB8D7BE6998A11B4220C07C8AA83,80.0,60.0,40.0,84.0
5BD040985C26F34BB3A4C7092D56341B,100.0,100.0,100.0,92.0
DA0EBA1B41CAEB79BC4436712A1C489F,100.0,100.0,80.0,96.0
65BAEAAEF32CB36B7584E3E755611361,100.0,100.0,100.0,96.0
CDB4F03DBC69593ABA8409D01F39C422,100.0,100.0,100.0,92.0
B97F343ED2455309AC74D1CAAE7ADC98,100.0,100.0,100.0,84.0
A55CFE13CD9CFB495154149F175588C9,100.0,100.0,80.0,100.0
08B9A510F72106387444506C1D5B83AA,100.0,100.0,100.0,96.0
EF07A29DB6240429AC449E6C276492EE,100.0,No Assessment,No Assessment,92.0
0587E8FE5FD14BC81134983274B3B62E,100.0,100.0,100.0,92.0
679100AE07331DE94DB4703F9ED000C1,40.0,80.0,60.0,100.0
6511910D7F3C2C99EB4423C0A46B1016,100.0,90.0,100.0,92.0
114426F71A740699BCC452CDC8A9C343,60.0,80.0,100.0,96.0
7B117B7DB6F4654ADF04E8F403D1D9DA,No Assessment,No Assessment,No Assessment,No Assessment
BD5AD262ABB37B586D34DF545DA2F62B,100.0,No Assessment,60.0,No Assessment
A24B30B86402741BEAB44DDB92D71EB5,100.0,100.0,100.0,100.0
274EE11953D7DC184E74DE5FD308F9EA,100.0,70.0,90.0,96.0
F9078B21A552CE3A2D8496B721B01427,100.0,90.0,80.0,88.0
008DBEB05744F7E91C04356ACFA7282C,0.0,60.0,20.0,100.0
C609A8C482D19E1AE964CCD06CBC0471,80.0,10.0,50.0,100.0
C17FE3D290067A886A6489ABF51A4A48,80.0,100.0,70.0,100.0
38A8A3ABC154B1B8CF74EB04ED918C43,80.0,100.0,100.0,100.0
6FCCBFC8D3C5E9F9E034EEFDD3FC3D6F,100.0,80.0,100.0,100.0
8C2DF62EF4A2CFE9F8F450A168509200,80.0,80.0,70.0,100.0
866654942FEFDC4B5924061E559F0649,100.0,90.0,100.0,100.0
D51475197F71C1BBA354DFF025D22A37,100.0,100.0,100.0,92.0
A694D7BF0CA2D8B9F9949B4EED75B7A9,100.0,100.0,100.0,92.0
9966BCFFE4F577EB80D4B8B765DFBBDF,100.0,100.0,100.0,100.0
98CBD83BF1792158C8344C006215E1D6,20.0,100.0,100.0,100.0
87AC53DAEFD9D21B1C8455B60EA9C6EF,100.0,100.0,90.0,96.0
B5204CF49F59638866C420B0485D3779,80.0,80.0,90.0,92.0
F0B5AC71A68F7B58C5A4EC7041106652,100.0,60.0,30.0,96.0
2E7E7D4E14C509F95E34AF7049A72B4B,100.0,60.0,60.0,100.0
EA766ED7FAFA435A59C457475FE5EE33,100.0,100.0,90.0,100.0
A3FA9F0064A9AC38F264647A6018B518,60.0,100.0,90.0,88.0
4ED3004853260B29FF3488B6155D5DF6,100.0,90.0,100.0,96.0
229591DB920B3A499F4452C290644F81,100.0,70.0,90.0,92.0
1C5FA096E594547974741B9751B03C56,100.0,100.0,100.0,100.0
